id,cmt,general,price,quality,service,stylefood,location,background
2016.0,"
 Mình chẳng mấy khi đi ăn review nhưng hôm nay ăn ở đây thấy khá là ngon, giá rẻ 10k/ bánh xèo, 5k/ nem. Hai mẹ con ăn no căng bụng. Chủ quán vui vẻ nhiệt tình. Sẽ tiếp tục ủng hộ dài dài. Đúng tiêu chí Ngon bổ rẻ vui vẻ 😆😆😆 ",1.0,1.0,1.0,1.0,,,
2017.0,"

Mình ăn ở đây rất ngon nhưng ít khuyến mãi hơn so với lotte hà nội . Phục vụ ok nhưng vị trí cửa hàng xa và nguy hiểm . Khuyến khích mở thêm chi nhánh là chắc chắn ăn thường xuyên",1.0,,1.0,1.0,,-1.0,
2018.0,"
 Các tín đồ của ăn vặt sẽ bị đổ gục ",1.0,,,,,,
2019.0,"
 Gợi ý cho cả nhà quán cafe mới toanh nè, nhất là mem trường #Phan Chu Trinh, #Trần Phú ngay sát xịt đó nè. Quán mát rười rượi, wifi mạnh vù vù, đến tám chuyện hay học nhóm đều xuất sắc luôn đó👍🏻👍🏻👍🏻 Quán có giao hàng tận nơi nhen, các bạn dân văn phòng gọi thẳng số #hotline là được giao nhanh trong vòng nốt nhạc, gọi nhiều còn được #freeship nữa đó 😝😝
Menu có nhiều đồ uống ngon lạ: Sữa chua dẻo trộn : dâu, việt quất, thập cẩm trái cây tươi, Chanh bông tuyết, , Coconut coffee...Các món đá xay Iceblend đều kèm viên kem bên trên, như Matcha iceblend có hẵn 1 viên kem matcha luôn đó. Sinh tố thực dưởng The Mia khá lạ nè, món này gồm rất nhiều loại hạt óc chó, hạnh nhân, bột sâm ..😱😱 Tha hồ chọn mà giá lại siêu yêu thương, cực sinh viên học sinh luôn nè, chỉ từ 10 - 29k 
Đến đây với đám bạn chí cốt cà kê tám chuyện là quên luôn giờ giấc, xả stress cực tốt nha, hẹn lịch check liền thôi nè.💃🏻💃🏻.
- mình thấy quán ngồi rất thoáng mát , buổi sáng ngồi ngắm ông đi qua bà đi lại . Đồ uống thì khỏi chê , rẻ mà ngon . Trường mình gần đây nên mỗi khi họp nhóm đều bay qua đây ngồi , rủ mấy đứa bạn đi , chúng nó cũng khen ngon . Mà nhất là đậu xe ô tô cũng dễ nữa . NÊN THỬ 1 LẦN 👍🏻👍🏻😍😍 ",1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020.0,"

Mỳ Quảng Ngon - Đống Đa",,,,,,,
2021.0,"

Nhân viên: nhanh nhẹn, nhiệt tình
",,,,1.0,,,
2022.0,"
 Mới được chị cùng cơ quan mua bánh này về cho ăn, nghe đâu nổi tiếng trong Đà Nẵng lắm. Mình ăn 2 loại là gato bơ và gato cam. Một chiếc bánh 300gr, thành phần gồm bột mỳ, đường, sữa tươi, sữa đặc, trứng. Bánh kẻ đây khá thơm, ăn được phết, bánh tươi nên chỉ bảo quản trong 4 ngày nhiệt độ thường, bảo quản trong tủ lạnh thì được 15 ngày đó. Gato cam thơm, bánh bông mà đỡ ngọt hơn gato bơ. Bánh nhìn hộp đơn sơ giản dị mà chất lượng phết, bạn nào thích ăn đồ ngọt thì nhớ ăn thử nha. ",,,1.0,,,,
2023.0,"
 Mới mua ly Caramel Epresso sáng nay. Mọi thứ đều OK. Thái độ phục vụ tốt. Mỗi tội sốt caramel có kiến các bác có thấy ko? Và bọn nó còn sống đang ngoe nguẩy nhé 😰 ",,,-1.0,1.0,,,
2024.0,"
 Siêu ngon❤❤
Mà hay làm lưng lưng ly chứ ko đầy ly 
M.n nên thử ạ. ",,,1.0,,,,
2025.0,"
 Sẽ ghé lại thường xuyên ",1.0,,,,,,
2026.0,"

Hạt gạo được nấu có màu vàng đẹp, ráo và mềm

Quá ngon cho 1 bữa trưa :D",,,1.0,,,,
2027.0,"
 Espresso Đá Xay Vị Hạt Phỉ ",,,,,,,
2028.0,"
 Lạp xưởng nhà này thổi xôi ngon nhức nách ",,,1.0,,,,
2029.0,"
 Mùng 1 Feeling Tea vẫn mở cửa nhé hehe vui quá Ding Tea cùng dãy phố thì đóng cửa mất òy.

Quán này mới, không gian khá bé, tầng 1 bị bí còn tầng 2 thì đẹp với thoáng đãng hơn. Cửa hàng có 2 nhân viên thui nên pha chế phục vụ khá lâu. Menu Feeling Tea mình thấy ko dc đa dạng như các thương hiệu khác, chủ yếu các vị trà sữa cơ bản đã nằm lòng trong đầu giới trẻ. Trà sữa uống kèm trân châu hoặc thạch pudding thui đơn giản lắm. Trân châu mình thấy bị nhão quá, ko dc dẻo ấy, nhai chả đã gì cả, pudding hơi bị nát quá nhưng ăn cũng vẫn ngon, thơm vị sưa. Còn trà sữa ở đây thì mình thấy hơi bị ngọt, ko có giảm dc lượng đường 30-50-70% nên uống thấy ngọt quá, đường hoá học nữa nên uống xong bị đắng miệng. Tuy nhiên, trà sữa ở đây ko bị nhiều đá như mấy chỗ khác xóc lên thấy liểng xiểng đá. giá thì qua năm tháng vẫn rẻ, cốc bé thì tầm 20k thui còn to tầm 27k gì đó. 

Phục vụ: nhân viên ở đây lúng túng, rớt sữa rớt đồ hoài, cốc trà sữa giao cho mình còn dính dính sữa rồi kem cookie ra. Vệ sinh ở đây thì 👎👎👎 có 1 quân đội ruồi muỗi bay bu loăng quăng rất mất cảm tình làm cho mình thây nghi ngo độ sạch sẽ lắm 😾😾😾 ",,1.0,-1.0,-1.0,-1.0,,-1.0
2030.0,"
 - Mình cực kỳ thích ăn tương ớt ở đây , vị cay ngon lạ không giống bất kỳ 1 tương ớt nào mình đã từng ăn . Nói chung bị nghiện và chắc chắn sẽ mua lại ! .Các bạn cũng nên thử để thấy sự ngon toẹt vời nhá , mình dám cá ai thử rồi cũng sẽ bị nghiện như mình :)))) ",1.0,,1.0,,,,
2031.0,"
 Đào Sữa Tiên Tử Sen Vàng ",,,,,,,
2032.0,"
 Cơm Vợ Anh Nấu - Shop Online ",,,,,,,
2033.0,"
 Cái món bột chiên khá nổi ở sì phố, mình mấy hồi biết quán ở đường huỳnh thúc khánh, k biết đóng cửa chưa. Nay phát hiện quán mới ở đoàn thị điểm, xe bột chiên
Mình k hảo mấy đồ chiên cho lắm, nhưng ăn thử cho biết, nói chung ăn cũng đc, chứ k ngon lắm đâu
Ai chưa ăn thì nên thử nà ",1.0,,0.0,,,,
2034.0,"
 không có gì ngon hay đặc biệt không hiểu sao đông như vậy ",,,-1.0,,,,
2035.0,"

Quán này cũng vậy. Có phòng riêng ngồi lịch sự, nhân viên nhiệt tình, nói năng lễ phép, đồng phục gọn gàng

",,,,1.0,,,1.0
2036.0,"Bún mắm thì cũng vừa miệng dù hơi ít chả và ram :)
17k cho 1 tô bún mắm và 20k cho cơm, giá cũng khá ok. Sẽ quay lại dài dài 👍👍
Điểm trừ là quán hơi nhỏ, ít chỗ ngồi và chỗ để xe hơi chật, nhiều khi đến mà ko biết để xe ở đâu luôn, mong quán cải thiện:) ",1.0,1.0,0.0,,,,-1.0
2037.0,"
 Đây là một trong số vài món chay yêu thích của mình.
Cơm tấm ngon lắm, ăn lạ lạ mà ngon: bao gồm cơm, một xíu boa rô phi đâu, chả trứng chay, ram, kim chi và phù chúc áp chảo với sả cùng 1 chén canh. Ngon bá cháy. 
Cơm trộn cũng ngon, ko phải cơm căn trộn giống như một vài chỗ, mà giống kiểu phù chúc chiên giòn, trộn với rau, cơm và nước sauce, lạ lạ và ngon
",1.0,,1.0,,,,
2038.0,"
 Hôm trước mình có ghé quán ăn, lúc mình vừa vào quán thì hình như vừa mới mở cửa, bò thì ngon mà khoai tây nghiền ăn thì bị chua lè nuốt không nổi ( mặc dù mình đã cố gắng thử rất nhiều lần ) như kiểu khoai tây nghiền của hôm qua ấy, bình thường mình ghé quán ăn thì khoai tây nghiền vẫn rất ngon mà hôm qua thực sự thất vọng ghê luôn á, mong quán khắc phục để phục vụ tốt hơn 🥺🥺🥺 ",,,-1.0,,,,
2039.0,"
 Mng thông cảm do tham ăn quá ko kịp chụp mên chỉ chụp đúng tấm cuối thế này thôi. Hình như 1 lần mình thấy chỗ này được ai review á nên ăn thử Xôi Chiên 6k xem nó ra làm sao. Ăn cũng được thôi. Ăn tầm 5 cái là cũng vừa bụng. Nhân bánh là thịt, mộc nhĩ, hành phi. Nguyên hộp có lót giấu thấm giầu các kiểu, nói chung là quán cũngcẩn thận. Mình quên dặn quán là để sa tế riêng nên ăn hơi cay, đối với mình lại là cay quá, thấy mất ngon. Điểm trừ duy nhất ở đây là làm hơi lâu thôi. Chắc do quán đông, shipper phải xếp hàng dài ",,0.0,0.0,0.0,,,
2040.0,"

Ra Phú Yên mà tìm đc quán cafe yên tĩnh, không gian xưa xưa vậy là hiếm lắm luôn rồi. Mình đi theo foody nên tìm dc quán :)). Cà phê sữa ở đây ngon, pha phin theo ý mình. Trên tường treo ảnh của ca sĩ ngày xưa nữa. Bữa mình đi trời mưa, mình ngồi đây từ sáng đến trưa á.

Ngoài ra còn rất nhiều món như trứng cút, chân gà, xúc xích, bún trộn, kem...

Nhân viên phục vụ nhanh thân thiện nhiệt tình, mình rơi đũa chưa nói gì đã đi lấy cho mìn luôn.

",,,,1.0,1.0,1.0,1.0
2041.0,"
đồ ăn ngon giao cx nhanh lắm ạ",,,,1.0,,,
2042.0,"
 Cốc nước mía rất to, lượng đá vừa phải, còn có quất đi kèm, tuy nhiên quất bé quá không đủ lượng chua. Dù sao giá vậy là quá rẻ rồi. Tuyệt vời!!!! ",,1.0,1.0,,,,
2043.0,"
 Bình thường không có gì đặc biệt và sẽ không quay lại ",-1.0,,,,,,
2044.0,"

Nhạc hay, không gian đẹp",,,,1.0,,,1.0
2045.0,"
 Mình gọi ship về 1 bánh bông lan trứng muối nhỏ với giá 4k kèm đơn 1 bánh oreo kem cheese. Lâu lâu mới lại có giảm giá, phải nói là khá hời cho hai em bánh to vật vã như này ạ. Bánh ngon, nhìn chung là dễ ăn, mỗi tội em bánh oreo thì lại không dùng kem cheese mà dùng kem trà sữa, chắc là lấy từ bánh trà sữa trân châu. Thật sự là không hợp, không ngon, ăn ngấy lắm luôn ạ hichic. Bông lan trứng muối thì ngon, cốt bánh mềm và sốt béo ngậy. Nếu gọi lại chắc mình chỉ đặt bông lan trứng muối thôi. ",1.0,,1.0,,,,
2046.0,"
 Lần đầu tiên ăn ở Yeol Kwang là ăn ở cơ sở này, sau đó là chủ yếu ăn ở cs 2 gần Nguyễn Trãi vì nó gần nhà hơn. Mãi đến hôm trước mới tiện đường ăn ở đây. Nó vẫn ngon như mọi khi, gọi 1 chân giò nóng size M sẽ kèm theo cả canh kim chi và trứng phô mai. Gọi thêm 1 đĩa cơm nắm nữa vì mê mẩn món cơm nắm ở đây, chỉ có điều chắc do hôm đó chắc do nhân viên nấu cơm hơi nhão nên cảm giác cơm nắm ăn không được ngon và vị cũng k đặm đà như ở cở sở 2, đó là điểm trừ. Còn đâu thì vẫn bị mê món chân giò ở đây. ",1.0,,0.0,,,1.0,
2047.0,"
 Hôm nay mình có thấy quán trên Foody nên đến thử xem thế nào . Đây là môt xe đẩy bán bánh nhưng khá là đôg ng ăn 😳 mình gọi 1 bánh bột chiên đem về thì chị bán lấy phần làm dư gói cho mình , nhưng cũng mới làm nên còn nóng và giòn , ăn cùng rau sống , dưa chua và nước sốt dẻo dẻo 😆 😆 về đến nhà bạn vẫn còn nóng ăn giòn giòn ngon cực 👍🏻 👍🏻 bột chiên với trứng và nui ăn hợp lắm , nc sốt hơi chua chua ăn cũng ngon nhưng mà để chập bị dịu nên phải ăn thật nhanh. Hôm nay mình ăn còn đc bonus vỏ trứng )))) ",1.0,,1.0,,,,
2048.0,"
 Tàu hũ trân châu cốt dừa ",,,,,,,
2049.0,"
 Ăn quên mất chụp hình. Mình dùng 1 pizza thập cẩm nhỏ, 1 mì ý, 1 cơm chiên đút lò tầm 1 chén cơm đầy í. Gía nhỏ tầm 35k -50k mỗi thứ, phần ăn cũng ít. Bánh pizza ngon, nhỏ nhỏ. Cơm đút lò ko có j đặc sắc. Mì ý thì ko ngon. Đóng hộp sạch sẽ và dễ thương. Đặt tầm 25' là có. Mình đặt 5h chiều nên đc giảm 20%. Cũng dc. ",,1.0,0.0,1.0,,,
2050.0,"
 Phố Huế Elmich, Xin Chào Cháo Gà ",,,,,,,
2051.0,"
 Gân bò chả ngon quá xá 😭 ",,,1.0,,,,
2052.0,"
 Quá ngon và đầy đặn, trân châu cốt dừa thơm, dẻo và không quá ngọt ",,,1.0,,,,
2053.0,"
 Ngày xưa ơi, đã qua rồi còn đâu ",,,,,,,
2054.0,"
 B ơi. B có sđt book bàn k ạ. ",,,,,,,
2055.0,"
 Bánh ngon và hấp dẫn quá ",,,1.0,,1.0,,
2056.0,"
 Mình thích bánh của chị Ruby Phạm, bánh ngon, ngày xưa chị ở đoạn cuối Hoàng Diệu mình hay ghé mua bánh, đợt này hình như chị về Hoàng Văn Thụ rồi. Nói chung là cũng gần, sẽ tiếp tục mua ủng hộ chị:)). ",1.0,,1.0,,,1.0,
2057.0,"
 Rau sạch nên ăn nhiều cũng không bị đau bụng hihi. Rau tươi nên khá ngọt và giòn. Tuy nhiên có lẽ quán hợp với các bạn thích ăn rau vì lượng thịt không nhiều. Ngược lại nếu bạn thích ăn rau như mình thì đi 2 người ăn hết 1 suất thôi, thành ra là khá rẻ ˆˆ ",,1.0,1.0,,,,
2058.0,"
 Mì Quảng Ếch Bếp Trang - Lê Hồng Phong ",,,,,,,
2059.0,"

Đùi gà to, ướp vừa ăn. Hộp cơm siêu nhiều, ăn không hết cơm:((. quán bán hàng có tâm, đóng gói cẩn thận sạch sẽ",,,1.0,1.0,,,
2060.0,"
 Quán xôi ngon bên Long Biên ",,,1.0,,,0.0,
2061.0,"

Nc dùng thanh thanh vừa miệng

Ncl h giá cả leo thang, tìm dk quán vừa ngon, vừa sạch, vừa rẻ lại thân thiện tn kp dễ đâu ạ ^^",,1.0,1.0,1.0,,,
2062.0,"
 Shake for your life 💋 trà sữa ở đây bỏ nhiều đá quá. Đến uống mà chỉ thấy đá thôi. Cơ sở vật chất phải nói là tạm ổn. Trân châu bỏ cũng k đủ lượng hay sao ý. Cứ thấy ít ít. Còn chất lượng thì đã có thương hiệu sẵn r. Vị trí cũng dễ tìm nằm ở đường chính. ",,,-1.0,,,1.0,0.0
2063.0,"
 Ha_nail90 Rose, Tammy Zhang ",,,,,,,
2064.0,"
 Cám ơn bạn đã nhận xét về quán của mình,lúc bạn ăn mình bán có 4kg mà giờ bạn ko ăn mình bán tới 7kg bột lận,mà bạn ko ăn mình thấy thiếu thiếu sao áh,hôm nay mới thấy bạn ko quay lại quán mình nữa,àh mà nếu bạn ko quay lại quán mình nữa mai mình nghĩ bán luôn ",,,,,,,
2065.0,"
 Mình ăn bánh của anh lúc anh còn mới nổi một chút, bánh 85k một cái, to và lúc xấu lúc đẹp, lúc ướt lúc khô, đặt trong cái hộp nhựa. Lúc bánh tăng lên 90k nhưng mà ngon hơn thì chắc do không rủi ro nhiều nên bánh đắt hơn chút, ok chấp nhận. Rồi từ từ bánh tăng lên 95k, rồi giờ là 100k. Tự nhiên hôm qua mình thèm quá thì mình có mua một cái, biết giờ bánh trong hộp giấy, có thiệp xinh. Nhưng khi mở ra thì thất vọng quá, bánh bé đi rất nhiều! Như một cái bánh mini vậy. Mình thấy buồn lắm vì đọc thiệp là những lời vui vẻ, cảm ơn khách hàng, nếu vậy thì bánh phải càng tốt hơn chứ, vậy mà bánh thì càng đắt mà size cũng bé đi luôn. Sau lần mua hôm qua mình thật sự phân vân giữa chuyện có tiếp tục mua bánh nữa không.
Tuy vậy mình chấm điểm cao, vì một thời mình rất thích ăn bánh ở đây. ",0.0,-1.0,-1.0,1.0,,,
2066.0,"
 Hồng trà ngũ cốc kem cafe ",,,,,,,
2067.0,"

hôm qua mới đi thử thì thấy nhà hàng rất rộng rãi. có chỗ để ô tô luôn. đồ ăn ngon và nhân viên cũng rất lịch sự, lễ phép. mình rất hài lòng và sẽ quay lại đây ăn nữa",1.0,,,1.0,,,1.0
2068.0,"

Quán Của Thời Thanh Xuân",,,,,,,
2069.0,"

-Tối chủ nhật có xuống long an nhà bạn chơi - sẵn ghé The Pizza - mua mấy cái bánh 

Đồ ăn ngon, quán sạch, chủ dễ thương",,,1.0,1.0,,,1.0
2070.0,"
 Xin chào các bạn , lại là mình đây , hôm nay mình lại quay lại đây sau cả 1 tháng chưa uống . Hn mình đi với bạn gọi 2 cốc trà thạch đào và 1 bánh mì thịt chả lụa xá xíu
- Trà thạch đào : ngon , vừa miệng , các miếng đào sần sật ăn giòn ko bị nát
- Bánh mì : thơm , ngon , giòn 
- Không gian : rộng rãi , thoáng mát , ngồi ngoài trời của khuôn viên khách sạn pullman
- Vị trí : thuận lợi nằm giữ mặt đường Cát Linh - Giảng Võ
- Giá cả : Phải chăng , hợp vừa túi tiền của tất cả mọi người
- Chất lượng : Ko phải bàn nữa , mình thấy rất hài lòng
- Phục vụ : nhân viên nhiệt tình vui vẻ
- Chấm điểm theo thang điểm cá nhân : 9/10 ",1.0,1.0,1.0,1.0,,1.0,1.0
2071.0,"
 Combo 2 người (ăn mệt nghỉ): Bún Đậu Lớn+ 2 Trà Olong ",,,,,,,
2072.0,"
 Chân gà ngấm vị. Ngon đậm đà. Thịt gác bếp thơm và đúng chuẩn. Khá ưng cách đóng gói cũng như nhiệt tình của shoo ",,,1.0,,,,
2073.0,"
 - lớp bột rán giòn, thịt gà mềm nóng hổi, ngon.
- suất mực khoai tây 30k mà ăn khá là chán, khoai tây chiên mềm xèo, mực k giòn, mùi mực k rõ ràng. Lần sau k đặt món này nữa ",-1.0,0.0,0.0,,,,
2074.0,"
 Nhà mình chỉ thích ăn thịt lợn và thịt bò nên chọn gói 229K thôi. Khi gọi suất này thì mọi người cũng được ăn thoải mái dẻ sườn thượng hạng, nạc vai heo ở đây khá tươi ngon, nên ăn sốt cay nhé

Thịt ở đây tươi ngon và tẩm ướp khá đậm đà, nước chấm hơi mặn chút. Đồ ăn kèm mình gọi rau xà lách và salad đều rất tươi xanh, và đặc biệt mình còn ghiền luôn cả món salad hoa quả ở đây. Xong xuôi thì nhà mình còn gọi thêm lẩu thái thì thấy nước dùng khá ngon, thanh, mát. Tráng miệng có hoa quả và bánh giọt nước khá ngon.

Các bạn phục vụ khá nhiệt tình và lịch sự, lễ phép. Mỗi tội bê đồ hơi lâu chút do hôm đó cuối tuần đông nên thôi cũng thông cảm được! ",,0.0,1.0,1.0,,,
2075.0,"
 Chủ quán nói chuyện vô học coi thường đồng tiền của khách mọi người không nên đặt chỗ này. Khách khác cmt đóng góp ý kiến thì bị văng tục lại ",,,,-1.0,,,
2076.0,"

Quán chia làm 2 khu, khu phòng lạnh bên trong và khu bên ngoài, cũng khá rộng. 

Quán nhỏ ăn vỉa hè thôi nhưng đông khách lắm. Vì là bán cho người đi chợ nên làm bát bún đầy ự ăn đủ no, nước dùng ngon. Quán có cả bánh đa nữa Quán nhỏ tí, không có chỗ ngồi vì đông",,,1.0,,,,1.0
2077.0,"
 Mì Thịt + Fanta( Sprite,Coca Cola) ",,,,,,,
2078.0,"
 Sau bao lần lỗi hẹn đã đi thẩm được quán cafe có gu hay ho không tưởng. Nghe tiếng tăm xa gần lâu nay, ngày trước địa chỉ còn không được để công khai mà kiểu bí hiểm truyền tai nhau cơ. Bay giờ chủ quán còn dễ chán rồi khi công khai địa chỉ cho tìm đường khách vãng lai nhé. Nằm sâu trong con ngõ nhỏ, thậm chí còn không có biển hiệu gì hết mà khách vẫn đông lạ. 
Không gian nhỏ xinh với 2 tầng, quầy pha chế nằm trên tầng 2 mà may mắn mới kiếm được chỗ trên đó í, nhiều người đến mà phải đi về vì kín hết chỗ có thể ngồi rồi cơ.
Nguyên tắc vào đây là không wifi, không chụp ảnh, không nói chuyện to. Mình chụp vội vài tấm cảm thấy hơi sai trái đó huhu. Lên tầng gọi đồ, thanh toán luôn rồi quay ra tìm chỗ theo sắp xếp của nhân viên. Hầu hết mọi người mang khuôn mặt lạnh, không niềm nở cho lắm.
Khá khen em bà nà danh bất hư truyền ngon khó cưỡng, vị thơm béo đậm đà mê cực kì. Món cụ nà bạn mình gọi thì đậm đắng hơn đó cho ai biết thưởng cafe nha, chứ mình cứ ngọt ngào vừa phải mới hợp.
Giá khá cao cho 1 shot nhỏ nhỏ, quán khuyến khích mang ly của mình đi các bạn ạ. ",,-1.0,1.0,-1.0,,-1.0,1.0
2079.0,"

LeKao's Coffee - Hai Bà Trưng",,,,,,,
2080.0,"
 Ngon, sạch, mát mẻ, phục vụ tận tình ",,,1.0,1.0,,,1.0
2081.0,"
 Chất lượng ổn, giá bình dân, không gian rộng rãi, chỗ để xe thoải mái ",,1.0,1.0,,,,1.0
2082.0,"
 Cơm Rang Dũng Béo - Lĩnh Nam ",,,,,,,
2083.0,"

- Hiền hiền, phục vụ mềm mỏng, lịch sự với khách.

Cảm nhận của mình là nem ăn dc, nước chấm k ngon. Hôm mình ăn thì rau ăn kèm ít mà có mỗi loại. Mà lúc đó còn sớm chứ k fai muộn. Bánh mì nướng cũng k ngon. Dc cái nv nhiệt tình",,,0.0,1.0,,,
2084.0,"
 xianglee, 12345 abcde ",,,,,,,
2085.0,"
 Quán có không gian rộng rãi. Nhìn thì thấy decor đơn giản nhưng lại khá bắt mắt.
Chỗ này mà tổ chức tiệc tùng liên hoan thì quá chi là hợp lý luôn.
Ví như đi du lịch hoặc tìm địa điểm ăn hải sản thì đây cũng là nơi nên tới thử.
Giá cả giao động theo món ăn, nhìn chung thì hợp lí, chứ có mấy món mình thấy rẻ hơn so với mặt bằng :p.
Chế biến đồ ăn ngon nha. 
Nhân viên cũng nhanh nhẹn, thân thiện. ",,1.0,1.0,1.0,,,1.0
2086.0,"
 Còn về chiếc bánh cheese này thì mình ưng í nhất vị truyền thống. Núng na núng nính, xắn miếng nào tan ngay trong miệng miếng đó, mềm mướt mườn mượt, vị cheese thơm, ngậy và nhất là vừa miệng. Bánh không quá to vừa cho 2 người ăn, mà có khi ai là fan hảo ngọt buồn miệng xử đẹp nguyên cái cũng được )))) Còn vì sao vị trà xanh ko ngon bằng thì mình cảm thấy nó cứ k liên quan à. Bánh cũng ướt, cùng mềm, cũng có vị cheese nhưng khi quyện vs trà xanh làm giảm độ ngon đi í, chát chát+ngậy béo k ưng nhắm!
",,,0.0,,,,
2087.0,"

Phục vụ quá tệ, quán k cần khách",,,,-1.0,,,
2088.0,"
 Quá tệ . Đợi tiếng đồng hồ kh thấy mì . Người vô sau thì có còn người vô trước thì không . Đem dĩa mì không ra không đem tô mì thì làm sao ăn . Kêu thôi khỏi làm nữa thì bắt tính tiền dĩa mi thêm trong khi đó chưa ăn đc miếng nào .vào quán ngồi không cũng mất 15 ngàn . Phí thời gian . Không bao h quay lại . ",-1.0,-1.0,,-1.0,,,
2089.0,"

Cô chủ dễ thương vui tính,nước lẩu ngon mà ăn bao no luôn.Quán này mình đánh giá rất cao ở Đà lạt",1.0,,1.0,1.0,,,
2090.0,"
 Bữa nay mua bánh mì gà cay 9k ăn hơi cứng, chắc để mấy ngày r, thấy gian bánh cũng vơi nhiều. Bữa trước mua trúng lúc bánh mới giao tới ăn mềm ngon, mà có nhiều loại để lựa nữa, định mua pizza nhưng hết r nên lấy cái này đấy. Thấy bánh trên kệ gần hết là nghi bánh để mấy ngày r nhưng lỡ vào tiệm gặp chị nhân viên đứng bên cạnh hỏi chị lấy bánh gì ạ nên giờ quay ra cũng ngại nên mới mua ",,0.0,,,1.0,,
